host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
53450065,Queens,Flushing,40.72211,-73.80908,Private room,30,1,0,0.0,1,0
53468381,Brooklyn,Bedford-Stuyvesant,40.69507,-73.94332,Entire home/apt,125,2,202,4.76,1,276
15895218,Brooklyn,Gowanus,40.68444,-73.98847,Private room,62,2,1,0.02,2,0
53477091,Brooklyn,Williamsburg,40.71436,-73.95445,Entire home/apt,100,1,5,0.12,1,0
2581816,Brooklyn,Flatbush,40.65003,-73.96,Entire home/apt,80,7,0,0.0,1,0
3078092,Manhattan,East Village,40.73144,-73.98355,Private room,75,1,0,0.0,1,0
53492531,Brooklyn,Crown Heights,40.67778,-73.96091,Entire home/apt,60,1,2,0.05,1,0
53495399,Brooklyn,Bushwick,40.70526,-73.91964,Private room,75,1,1,0.02,1,0
12258594,Brooklyn,Crown Heights,40.66386,-73.93876,Entire home/apt,65,3,8,0.19,2,0
51309850,Manhattan,Greenwich Village,40.73013,-74.00172,Private room,80,1,1,0.02,1,0
52657843,Brooklyn,Bedford-Stuyvesant,40.69414,-73.94723,Private room,130,3,6,0.23,1,0
29065752,Brooklyn,Williamsburg,40.71863,-73.94528,Entire home/apt,333,7,0,0.0,1,365
9870528,Manhattan,Chelsea,40.73968,-73.99693,Entire home/apt,120,1,0,0.0,1,0
46714717,Manhattan,Murray Hill,40.74796,-73.97018,Entire home/apt,144,3,0,0.0,1,0
12306936,Brooklyn,Bushwick,40.68413,-73.90731,Entire home/apt,150,3,45,1.1,1,129
9679291,Brooklyn,Williamsburg,40.71077,-73.96259,Shared room,60,1,1,0.03,1,0
2360150,Brooklyn,Greenpoint,40.72025,-73.95195,Entire home/apt,190,2,0,0.0,1,0
53582731,Brooklyn,Bushwick,40.69995,-73.92937,Entire home/apt,100,5,14,0.33,1,1
814747,Brooklyn,Fort Greene,40.68805,-73.96952,Entire home/apt,150,2,131,3.09,2,0
3113491,Brooklyn,Crown Heights,40.67008,-73.9571,Entire home/apt,170,3,1,0.03,1,354
35421139,Queens,Long Island City,40.7457,-73.94497,Private room,65,4,38,0.93,1,12
8775113,Manhattan,East Harlem,40.79037,-73.9428,Entire home/apt,90,2,1,0.04,1,0
15235299,Brooklyn,Greenpoint,40.73345,-73.95973,Private room,55,2,26,0.81,2,0
53618094,Manhattan,Nolita,40.72265,-73.99493,Entire home/apt,250,1,0,0.0,1,0
36892974,Brooklyn,Bushwick,40.69886,-73.92957,Private room,80,10,0,0.0,1,0
53627366,Brooklyn,Williamsburg,40.71156,-73.96343,Entire home/apt,319,3,75,1.84,1,112
53627900,Staten Island,New Brighton,40.64465,-74.09272,Private room,50,1,149,3.7,1,276
525663,Manhattan,Chinatown,40.71489,-73.991,Private room,100,1,0,0.0,1,0
53652520,Queens,Astoria,40.76771,-73.91675,Private room,60,1,0,0.0,1,0
24796157,Brooklyn,Fort Greene,40.68797,-73.97288,Entire home/apt,175,5,16,0.46,1,129
265152,Brooklyn,Fort Greene,40.68665,-73.9774,Private room,67,3,14,0.41,3,0
6320146,Brooklyn,Williamsburg,40.71855,-73.9438,Private room,90,2,0,0.0,1,0
5487321,Manhattan,Gramercy,40.73562,-73.98308,Private room,90,1,0,0.0,1,0
5927655,Brooklyn,Williamsburg,40.71892,-73.95616,Private room,115,3,27,0.69,1,56
9372363,Brooklyn,Midwood,40.61465,-73.96065,Private room,65,2,8,0.19,2,321
53773419,Brooklyn,Bedford-Stuyvesant,40.69363,-73.94805,Private room,70,3,33,0.81,1,365
4289557,Manhattan,East Village,40.72647,-73.99061,Entire home/apt,219,2,3,0.09,1,306
299236,Brooklyn,Bedford-Stuyvesant,40.68379,-73.9405,Private room,55,1,2,0.06,1,365
11386786,Manhattan,West Village,40.7327,-74.00341,Private room,80,1,0,0.0,1,0
53819985,Manhattan,Harlem,40.81699,-73.94254,Private room,45,1,15,0.35,1,0
183151,Manhattan,Lower East Side,40.71578,-73.98201,Private room,47,1,0,0.0,1,0
11742675,Manhattan,Upper East Side,40.77686,-73.95084,Private room,65,5,7,0.19,2,0
2981910,Manhattan,Greenwich Village,40.73466,-73.99539,Entire home/apt,229,1,0,0.0,1,0
1918272,Brooklyn,Williamsburg,40.71419,-73.94368,Entire home/apt,160,5,1,0.16,1,305
3370169,Brooklyn,Bushwick,40.70086,-73.93063,Entire home/apt,120,2,99,2.46,1,288
6158370,Manhattan,Chelsea,40.75126,-73.99498,Private room,139,3,0,0.0,1,0
53884572,Brooklyn,Bedford-Stuyvesant,40.69433,-73.93262,Private room,45,5,2,0.06,1,342
32812120,Brooklyn,Williamsburg,40.71986,-73.96046,Private room,50,3,0,0.0,2,0
53955282,Manhattan,East Harlem,40.80985,-73.93838,Entire home/apt,115,3,118,2.85,1,157
778746,Brooklyn,Williamsburg,40.71319,-73.96406,Private room,51,1,0,0.0,1,0
41832478,Brooklyn,Williamsburg,40.71852,-73.95897,Private room,70,1,0,0.0,1,0
6385674,Manhattan,Harlem,40.80639,-73.95551,Entire home/apt,125,3,7,0.19,1,0
9383056,Brooklyn,Bedford-Stuyvesant,40.69664,-73.93628,Private room,55,5,3,0.09,1,0
40312267,Brooklyn,Flatbush,40.65398,-73.96377,Private room,50,2,5,0.12,1,0
24094081,Brooklyn,Bushwick,40.69808,-73.93174,Private room,60,1,1,0.03,1,0
53717769,Bronx,Parkchester,40.83953,-73.85717,Entire home/apt,88,1,121,2.9,1,170
347475,Brooklyn,Columbia St,40.68606,-74.00122,Entire home/apt,275,2,18,0.46,1,292
52172297,Brooklyn,Bedford-Stuyvesant,40.68168,-73.93574,Private room,65,1,9,0.24,1,343
16300728,Brooklyn,Sunset Park,40.64953,-74.00011,Private room,40,2,9,0.25,1,20
1692144,Brooklyn,South Slope,40.66388,-73.98587,Entire home/apt,120,1,5,0.12,1,0
587918,Manhattan,East Village,40.72315,-73.98251,Entire home/apt,220,2,48,1.21,1,135
2355573,Brooklyn,Williamsburg,40.71957,-73.94199,Private room,80,5,81,1.96,2,308
54074349,Manhattan,Chelsea,40.74398,-73.99664,Shared room,46,1,0,0.0,1,0
54074445,Manhattan,Roosevelt Island,40.76859,-73.94359,Entire home/apt,65,1,3,0.07,1,0
2503478,Brooklyn,Prospect-Lefferts Gardens,40.65436,-73.96179,Private room,58,1,5,0.13,1,2
54081802,Queens,Ridgewood,40.70017,-73.91014,Private room,60,1,0,0.0,1,0
21820535,Brooklyn,Crown Heights,40.67104,-73.93859,Private room,65,3,0,0.0,1,0
54123180,Queens,Astoria,40.75869,-73.91899,Private room,49,1,5,0.13,1,332
5829904,Brooklyn,Greenpoint,40.72709,-73.95326,Entire home/apt,70,3,2,0.11,1,0
54130768,Manhattan,Washington Heights,40.85823,-73.93612,Private room,95,1,0,0.0,1,158
16572048,Manhattan,Upper East Side,40.76574,-73.95915,Private room,80,5,5,0.12,1,0
8255336,Manhattan,SoHo,40.72302,-74.00487,Private room,82,5,12,0.3,2,0
6429683,Manhattan,Upper East Side,40.76278,-73.96638,Private room,75,1,89,2.1,1,268
40861618,Manhattan,Inwood,40.86818,-73.92708,Entire home/apt,68,6,24,0.6,1,0
853118,Brooklyn,Bedford-Stuyvesant,40.68709,-73.92059,Private room,64,4,25,0.59,1,18
54206554,Brooklyn,Bedford-Stuyvesant,40.68577,-73.95179,Entire home/apt,100,3,1,0.02,1,0
48170471,Brooklyn,Williamsburg,40.71886,-73.96234,Private room,65,2,2,0.05,2,0
54210823,Manhattan,Upper West Side,40.79004,-73.97308,Private room,99,1,0,0.0,1,157
54235059,Queens,Long Island City,40.74399,-73.95321,Entire home/apt,195,1,0,0.0,1,0
54242258,Brooklyn,Bushwick,40.70206,-73.92964,Private room,48,1,1,0.03,1,0
1855214,Brooklyn,Bushwick,40.69366,-73.91608,Entire home/apt,85,2,99,2.5,1,29
54262760,Brooklyn,Bedford-Stuyvesant,40.68858,-73.95387,Private room,70,1,0,0.0,1,0
48705078,Manhattan,Hell's Kitchen,40.76165,-73.99062,Entire home/apt,180,2,136,3.45,1,253
49380531,Manhattan,Hell's Kitchen,40.76696,-73.99139,Private room,90,1,0,0.0,1,0
14076423,Brooklyn,Park Slope,40.67626,-73.98211,Entire home/apt,175,7,43,1.07,1,0
41177070,Brooklyn,Williamsburg,40.71402,-73.94432,Entire home/apt,245,3,16,0.4,2,66
13200818,Brooklyn,Bushwick,40.69913,-73.91814,Private room,45,3,11,0.31,1,0
54279433,Queens,Sunnyside,40.74286,-73.91635,Private room,34,1,1,0.02,1,0
54280519,Manhattan,Upper East Side,40.76705,-73.95126,Entire home/apt,125,1,0,0.0,1,0
54282449,Brooklyn,Bedford-Stuyvesant,40.68449,-73.92773,Entire home/apt,75,1,38,3.79,1,195
54283244,Brooklyn,Bedford-Stuyvesant,40.67895,-73.92851,Entire home/apt,125,3,75,3.27,1,316
2650644,Manhattan,Harlem,40.81306,-73.94141,Entire home/apt,70,7,12,0.33,1,38
54339185,Brooklyn,Greenpoint,40.72963,-73.94937,Private room,45,1,0,0.0,1,0
7203997,Brooklyn,Park Slope,40.67094,-73.97388,Entire home/apt,154,3,123,3.01,2,289
54348871,Manhattan,Upper West Side,40.79753,-73.96211,Entire home/apt,250,1,88,2.13,1,329
54351163,Manhattan,East Village,40.72834,-73.98048,Entire home/apt,140,7,65,1.65,1,242
54353888,Manhattan,Harlem,40.83338,-73.95051,Private room,59,5,26,0.61,1,0
40221604,Manhattan,Harlem,40.82385,-73.94687,Private room,80,2,86,2.43,3,63
53713798,Brooklyn,Greenpoint,40.7264,-73.95405,Entire home/apt,230,5,33,0.94,1,26
36710280,Manhattan,Upper West Side,40.78975,-73.97001,Entire home/apt,150,1,4,0.11,1,0
10099253,Brooklyn,Fort Greene,40.69406,-73.98102,Entire home/apt,144,3,1,0.02,1,0
30423241,Brooklyn,Greenpoint,40.7299,-73.95782,Private room,44,4,47,1.3,2,0
2470568,Brooklyn,Greenpoint,40.7235,-73.94203,Entire home/apt,75,1,0,0.0,1,0
18802626,Brooklyn,Bedford-Stuyvesant,40.69367,-73.93286,Private room,45,10,25,0.62,1,29
16911296,Manhattan,East Village,40.72997,-73.98633,Private room,129,1,11,0.27,1,0
54375099,Manhattan,SoHo,40.72566,-74.00275,Private room,75,1,1,0.02,1,0
4148248,Brooklyn,Williamsburg,40.70687,-73.93981,Entire home/apt,125,4,138,3.5,2,37
18030603,Manhattan,Gramercy,40.73331,-73.98229,Private room,63,1,3,0.07,1,0
8007003,Manhattan,West Village,40.73557,-74.006,Entire home/apt,120,1,0,0.0,1,0
13558726,Brooklyn,Bedford-Stuyvesant,40.68645,-73.95711,Private room,45,7,0,0.0,1,0
1520623,Brooklyn,Columbia St,40.68591,-74.00164,Entire home/apt,120,7,0,0.0,1,0
54401446,Manhattan,Harlem,40.83113,-73.94924,Entire home/apt,125,1,0,0.0,1,0
880323,Brooklyn,Bushwick,40.69447,-73.92213,Private room,36,2,1,0.02,1,0
54422839,Brooklyn,Prospect Heights,40.68018,-73.96572,Private room,48,3,4,0.1,1,0
44547688,Brooklyn,East New York,40.67283,-73.87785,Private room,50,1,35,0.92,2,365
6650002,Queens,Long Island City,40.75951,-73.92821,Private room,59,3,42,0.99,1,3
45531690,Brooklyn,Greenpoint,40.72853,-73.95533,Private room,39,1,1,0.02,1,0
30356325,Manhattan,Harlem,40.80734,-73.94666,Entire home/apt,70,2,4,0.1,1,0
5769963,Brooklyn,Williamsburg,40.7172,-73.95557,Entire home/apt,150,1,0,0.0,1,0
9932811,Brooklyn,Flatbush,40.64875,-73.96978,Entire home/apt,100,5,2,0.05,1,0
15105293,Brooklyn,Williamsburg,40.70777,-73.9435,Entire home/apt,80,6,0,0.0,1,0
1258469,Brooklyn,Fort Greene,40.68983,-73.97327,Entire home/apt,125,1,75,1.81,1,171
304651,Manhattan,Chelsea,40.74666,-74.00201,Entire home/apt,180,1,0,0.0,1,0
17012496,Brooklyn,Williamsburg,40.71987,-73.93705,Private room,45,4,1,0.03,1,0
17191693,Brooklyn,Williamsburg,40.70732,-73.95466,Private room,60,2,18,0.46,2,0
22499760,Brooklyn,Williamsburg,40.71532,-73.95352,Private room,40,1,1,0.02,1,0
17191693,Brooklyn,Williamsburg,40.70692,-73.95501,Private room,80,3,35,0.85,2,0
48170471,Brooklyn,Williamsburg,40.71906,-73.96338,Entire home/apt,85,2,0,0.0,2,0
54539364,Brooklyn,South Slope,40.6651,-73.98307,Entire home/apt,135,3,134,3.18,1,241
54548232,Manhattan,Harlem,40.825,-73.95226,Private room,70,2,84,2.23,2,311
25475028,Manhattan,Chinatown,40.71448,-73.99157,Private room,110,1,1,0.03,1,0
14611780,Brooklyn,Columbia St,40.68928,-73.99903,Entire home/apt,105,1,5,0.14,1,0
5479882,Manhattan,Harlem,40.80512,-73.953,Private room,100,2,72,2.08,1,19
5304248,Brooklyn,Bedford-Stuyvesant,40.69032,-73.95,Private room,65,5,8,0.21,1,0
1424084,Brooklyn,Bushwick,40.69349,-73.91109,Private room,50,1,9,0.92,1,179
14944507,Brooklyn,Park Slope,40.67225,-73.97357,Entire home/apt,160,5,16,0.4,1,11
32712155,Manhattan,Chelsea,40.7408,-74.00127,Entire home/apt,225,1,0,0.0,1,0
1558246,Brooklyn,Fort Greene,40.68811,-73.97621,Private room,105,3,0,0.0,1,0
4745560,Brooklyn,Bushwick,40.70158,-73.91851,Entire home/apt,130,1,0,0.0,1,0
16919131,Brooklyn,Park Slope,40.6668,-73.97713,Private room,90,2,56,1.34,1,60
13731605,Brooklyn,Crown Heights,40.6764,-73.93819,Entire home/apt,283,4,92,2.34,2,234
54675040,Queens,Woodside,40.74706,-73.90434,Private room,50,1,0,0.0,1,0
53894093,Staten Island,Midland Beach,40.57411,-74.09436,Entire home/apt,100,2,0,0.0,1,0
13731605,Brooklyn,Crown Heights,40.67689,-73.93967,Entire home/apt,199,4,52,1.31,2,242
43816209,Brooklyn,Bedford-Stuyvesant,40.68616,-73.92514,Private room,45,4,30,0.77,1,286
1515120,Manhattan,Midtown,40.755,-73.96562,Private room,325,3,9,0.23,1,88
5179817,Manhattan,Flatiron District,40.74102,-73.98961,Entire home/apt,275,1,0,0.0,1,0
24938988,Manhattan,Upper East Side,40.77032,-73.95268,Entire home/apt,179,1,138,3.3,1,252
54761069,Manhattan,Harlem,40.80708,-73.95211,Private room,80,3,10,0.28,1,332
54763152,Manhattan,Upper West Side,40.77929,-73.98513,Private room,99,4,68,1.62,1,57
13620283,Manhattan,Harlem,40.8027,-73.94629,Entire home/apt,135,3,16,0.39,1,0
4966907,Brooklyn,Bedford-Stuyvesant,40.69506,-73.95019,Entire home/apt,145,3,41,1.0,1,0
5812675,Brooklyn,Crown Heights,40.66791,-73.95914,Entire home/apt,89,5,0,0.0,1,0
9273561,Manhattan,East Harlem,40.79013,-73.94473,Private room,75,2,21,0.5,1,0
37806185,Manhattan,Murray Hill,40.7441,-73.97224,Shared room,200,1,0,0.0,1,0
697477,Queens,Woodside,40.75427,-73.90646,Private room,55,1,54,1.28,1,297
54908827,Manhattan,Murray Hill,40.74976,-73.97748,Entire home/apt,80,1,0,0.0,1,0
54917558,Brooklyn,Bushwick,40.68678,-73.90629,Entire home/apt,75,2,154,4.04,1,15
11160340,Manhattan,Morningside Heights,40.80387,-73.96096,Entire home/apt,90,3,1,0.07,2,0
54921733,Brooklyn,Flatbush,40.64295,-73.96704,Entire home/apt,98,4,106,2.59,3,273
32298504,Manhattan,Washington Heights,40.83723,-73.94249,Entire home/apt,70,3,34,0.81,1,0
10489069,Manhattan,Upper West Side,40.79886,-73.96157,Entire home/apt,132,7,0,0.0,1,0
25104068,Brooklyn,Crown Heights,40.66938,-73.95722,Private room,50,2,24,1.79,1,47
55036405,Manhattan,Upper East Side,40.77524,-73.94682,Shared room,199,1,0,0.0,1,0
36199306,Manhattan,Nolita,40.72396,-73.99445,Entire home/apt,99,2,43,1.05,1,0
10571574,Brooklyn,Bedford-Stuyvesant,40.69892,-73.94645,Private room,77,2,74,1.88,1,343
21229563,Manhattan,Upper East Side,40.78231,-73.94571,Entire home/apt,100,1,0,0.0,1,0
2645592,Queens,Astoria,40.75666,-73.91449,Entire home/apt,130,3,50,1.27,2,352
55060863,Brooklyn,Midwood,40.61155,-73.96337,Private room,60,1,1,0.03,1,0
55062858,Manhattan,Hell's Kitchen,40.75645,-73.99404,Entire home/apt,200,1,207,5.01,1,245
9466826,Brooklyn,Williamsburg,40.70788,-73.93889,Entire home/apt,117,10,3,0.43,1,1
11375436,Brooklyn,Windsor Terrace,40.65412,-73.97706,Entire home/apt,89,1,1,0.02,1,0
8136206,Brooklyn,Prospect-Lefferts Gardens,40.65603,-73.95836,Private room,44,2,31,0.75,2,297
40733633,Manhattan,Inwood,40.86912,-73.91988,Private room,70,1,1,0.03,1,312
51238762,Manhattan,East Village,40.73058,-73.98286,Private room,39,1,4,0.1,1,0
7556789,Manhattan,East Harlem,40.80523,-73.93929,Private room,60,1,0,0.0,1,0
12672672,Brooklyn,Sunset Park,40.64179,-74.01147,Entire home/apt,75,1,0,0.0,1,0
47121117,Manhattan,Harlem,40.80097,-73.9489,Private room,89,1,8,0.21,1,0
41474488,Manhattan,Greenwich Village,40.7276,-74.00075,Entire home/apt,200,2,47,1.14,1,205
48415933,Brooklyn,Clinton Hill,40.68256,-73.96108,Entire home/apt,124,2,97,2.45,1,104
55165952,Brooklyn,Williamsburg,40.71507,-73.94093,Private room,60,1,0,0.0,1,0
29882817,Manhattan,East Village,40.72553,-73.9777,Private room,70,4,0,0.0,1,0
5075354,Brooklyn,Crown Heights,40.67755,-73.95108,Entire home/apt,100,4,8,0.19,1,0
55179950,Manhattan,Washington Heights,40.83865,-73.93782,Private room,100,1,0,0.0,1,0
41494545,Brooklyn,Bushwick,40.70123,-73.91865,Private room,50,5,2,0.07,1,0
50296635,Brooklyn,Williamsburg,40.71455,-73.9618,Private room,75,2,3,0.07,1,0
19227044,Brooklyn,Flatbush,40.64945,-73.9624,Entire home/apt,75,7,1,0.02,1,0
55197031,Manhattan,West Village,40.73242,-74.00411,Entire home/apt,150,1,0,0.0,1,0
55201743,Brooklyn,Bushwick,40.697,-73.92176,Private room,65,1,1,0.04,1,0
18192996,Queens,Ditmars Steinway,40.7794,-73.91646,Shared room,22,1,14,0.34,2,0
36998357,Manhattan,Kips Bay,40.7388,-73.98024,Entire home/apt,120,1,0,0.0,1,0
10558652,Manhattan,Two Bridges,40.71287,-73.99573,Entire home/apt,320,4,6,0.18,2,142
55207670,Queens,Astoria,40.76446,-73.92988,Private room,65,2,0,0.0,1,0
15927582,Brooklyn,Park Slope,40.67706,-73.98227,Entire home/apt,95,1,0,0.0,1,0
2541529,Manhattan,Chelsea,40.74237,-74.00063,Entire home/apt,120,2,2,0.05,1,0
488202,Manhattan,SoHo,40.72112,-74.00039,Private room,150,1,0,0.0,1,0
55257448,Brooklyn,Flatbush,40.64205,-73.96622,Private room,40,5,0,0.0,1,0
55270457,Brooklyn,Bushwick,40.68696,-73.91382,Entire home/apt,75,2,179,4.47,1,123
23778489,Manhattan,East Village,40.72215,-73.98496,Entire home/apt,165,4,8,0.21,1,351
55300400,Manhattan,SoHo,40.72523,-74.00127,Entire home/apt,200,1,0,0.0,1,0
6716450,Manhattan,Upper West Side,40.79816,-73.97178,Entire home/apt,175,2,1,0.03,1,0
55334250,Brooklyn,Crown Heights,40.6643,-73.95196,Private room,97,1,209,5.02,1,9
11774630,Manhattan,East Harlem,40.79018,-73.94689,Entire home/apt,270,4,171,4.14,2,15
35761677,Brooklyn,Bedford-Stuyvesant,40.682,-73.91851,Entire home/apt,155,2,156,3.74,1,223
7822683,Brooklyn,Greenpoint,40.73539,-73.95838,Private room,55,10,2,0.05,1,0
45085848,Manhattan,East Village,40.72999,-73.98275,Private room,80,3,72,1.79,1,133
55395596,Bronx,Fieldston,40.88777,-73.9059,Private room,70,1,1,0.03,1,0
24981045,Queens,Astoria,40.76061,-73.91767,Private room,35,1,1,0.02,1,0
1913404,Manhattan,Gramercy,40.73804,-73.9852,Entire home/apt,110,1,3,0.07,1,0
55433649,Brooklyn,Williamsburg,40.71504,-73.93613,Private room,45,1,169,4.11,1,134
3139829,Manhattan,Upper East Side,40.76797,-73.95369,Private room,50,1,2,0.05,1,0
10954437,Brooklyn,Bedford-Stuyvesant,40.6936,-73.94864,Private room,105,1,24,0.69,1,0
28546873,Brooklyn,Bedford-Stuyvesant,40.68995,-73.92844,Private room,45,3,9,0.34,1,80
45033175,Manhattan,Hell's Kitchen,40.76175,-73.99041,Private room,83,2,15,0.37,3,1
10525320,Manhattan,Upper East Side,40.77141,-73.9534,Shared room,40,1,56,1.35,2,173
29880001,Manhattan,Flatiron District,40.74095,-73.98554,Private room,85,1,0,0.0,1,0
22774265,Manhattan,Roosevelt Island,40.76189,-73.94934,Private room,64,3,51,1.28,1,40
34040597,Manhattan,Upper East Side,40.76443,-73.95833,Entire home/apt,130,2,19,0.45,1,13
53224546,Manhattan,Washington Heights,40.83365,-73.94459,Private room,65,3,0,0.0,1,0
45005719,Manhattan,Hell's Kitchen,40.76504,-73.98856,Entire home/apt,200,1,1,0.03,1,364
55532612,Queens,Arverne,40.5903,-73.79247,Entire home/apt,200,1,15,1.23,1,354
55558315,Brooklyn,Crown Heights,40.6713,-73.95603,Entire home/apt,120,2,0,0.0,1,0
24489871,Queens,Rego Park,40.73462,-73.85705,Private room,60,1,64,1.57,2,280
55567227,Manhattan,Harlem,40.82903,-73.94747,Private room,60,3,124,3.16,2,82
15546330,Manhattan,Morningside Heights,40.80554,-73.96422,Entire home/apt,80,1,1,0.02,1,0
20358661,Manhattan,Lower East Side,40.71823,-73.98319,Private room,90,7,0,0.0,1,0
2423061,Brooklyn,Clinton Hill,40.6837,-73.96505,Entire home/apt,125,5,1,0.02,1,0
35301269,Manhattan,Harlem,40.80526,-73.95509,Private room,80,2,69,1.72,1,140
55617221,Manhattan,Civic Center,40.71331,-73.99822,Entire home/apt,100,2,0,0.0,1,0
25514430,Brooklyn,Prospect-Lefferts Gardens,40.65846,-73.9489,Entire home/apt,50,6,1,0.04,1,0
33859930,Brooklyn,East Flatbush,40.64528,-73.93457,Private room,37,1,16,0.46,1,0
8851665,Manhattan,West Village,40.73303,-74.00118,Entire home/apt,200,3,1,0.03,1,0
243427,Brooklyn,Williamsburg,40.71327,-73.96438,Private room,65,3,9,0.24,1,0
13713796,Manhattan,Chelsea,40.74358,-73.99758,Private room,130,2,32,0.79,1,355
51372003,Brooklyn,East Flatbush,40.65058,-73.94859,Private room,54,2,63,1.52,2,316
55709707,Manhattan,Upper West Side,40.79176,-73.97329,Entire home/apt,82,1,0,0.0,1,0
55713233,Manhattan,Murray Hill,40.7462,-73.97707,Entire home/apt,105,3,3,0.08,1,0
47062311,Brooklyn,Flatbush,40.64681,-73.95901,Shared room,30,3,5,0.14,1,189
55725808,Manhattan,East Harlem,40.7869,-73.95285,Private room,45,1,2,0.05,1,0
3068641,Manhattan,Harlem,40.80806,-73.9435,Entire home/apt,100,4,0,0.0,1,0
55785222,Queens,Astoria,40.76636,-73.90393,Entire home/apt,75,1,0,0.0,1,0
48320077,Manhattan,East Village,40.7276,-73.98635,Entire home/apt,219,1,101,2.46,2,341
55808233,Manhattan,Hell's Kitchen,40.75979,-73.99216,Private room,75,2,0,0.0,1,0
55813598,Brooklyn,Gravesend,40.6074,-73.97458,Shared room,25,3,119,2.9,2,349
16430584,Manhattan,Hell's Kitchen,40.76371,-73.99306,Entire home/apt,250,3,3,0.08,1,0
55823684,Manhattan,East Village,40.72381,-73.9892,Entire home/apt,149,1,0,0.0,1,0
329931,Brooklyn,Crown Heights,40.67393,-73.9546,Private room,33,7,0,0.0,1,0
32003714,Queens,Ditmars Steinway,40.77567,-73.92202,Private room,90,7,3,0.09,1,358
14171743,Brooklyn,South Slope,40.66323,-73.98117,Private room,87,2,112,2.74,1,10
55853534,Brooklyn,Bedford-Stuyvesant,40.68542,-73.93965,Private room,60,4,0,0.0,1,0
798949,Brooklyn,Greenpoint,40.7254,-73.95246,Entire home/apt,99,10,0,0.0,1,0
55908144,Manhattan,Harlem,40.81389,-73.95205,Private room,45,7,6,0.15,1,0
18575991,Brooklyn,Williamsburg,40.7178,-73.95595,Entire home/apt,129,4,5,0.12,1,0
11522679,Manhattan,East Village,40.73117,-73.98593,Entire home/apt,325,1,0,0.0,1,0
45082547,Brooklyn,South Slope,40.66686,-73.98907,Entire home/apt,120,2,5,0.12,1,0
15129374,Manhattan,Lower East Side,40.72088,-73.98533,Entire home/apt,200,2,1,0.03,1,0
6198203,Brooklyn,East Flatbush,40.66101,-73.9302,Entire home/apt,100,2,29,2.17,1,318
5397742,Brooklyn,Downtown Brooklyn,40.70007,-73.99091,Entire home/apt,250,1,0,0.0,1,0
6778614,Brooklyn,Bushwick,40.70807,-73.92113,Private room,122,2,11,0.82,2,0
19408191,Manhattan,Greenwich Village,40.72891,-74.00109,Entire home/apt,149,5,0,0.0,1,0
6044561,Manhattan,Midtown,40.74662,-73.98965,Entire home/apt,295,1,0,0.0,1,0
768181,Brooklyn,Williamsburg,40.71377,-73.94092,Entire home/apt,120,1,1,0.02,1,0
6126518,Manhattan,Upper East Side,40.77949,-73.94973,Entire home/apt,150,6,11,0.3,1,174
4827009,Brooklyn,Williamsburg,40.70528,-73.94384,Private room,60,1,0,0.0,1,0
55982547,Manhattan,Battery Park City,40.70642,-74.01756,Entire home/apt,245,3,59,1.49,1,184
17052634,Brooklyn,Crown Heights,40.67204,-73.94614,Private room,100,1,0,0.0,1,0
16326744,Brooklyn,Bushwick,40.70373,-73.92455,Entire home/apt,75,1,0,0.0,1,0
7911103,Brooklyn,Greenpoint,40.72639,-73.94764,Entire home/apt,205,2,0,0.0,1,0
10295496,Brooklyn,Bushwick,40.68446,-73.90851,Private room,33,1,1,0.02,1,0
31411094,Brooklyn,Crown Heights,40.6725,-73.93981,Entire home/apt,98,3,128,3.1,1,342
56066018,Brooklyn,Crown Heights,40.6786,-73.9621,Private room,45,1,1,0.02,1,0
697990,Brooklyn,Williamsburg,40.70516,-73.95088,Private room,65,3,2,0.05,1,0
56078939,Staten Island,Tottenville,40.49979,-74.24084,Private room,110,2,0,0.0,1,364
2276842,Brooklyn,Williamsburg,40.7054,-73.94283,Private room,80,2,5,0.15,2,0
56082757,Brooklyn,Williamsburg,40.71074,-73.96276,Entire home/apt,150,2,0,0.0,1,0
1334808,Brooklyn,Williamsburg,40.71414,-73.95761,Entire home/apt,110,5,0,0.0,2,0
12353168,Brooklyn,Williamsburg,40.71716,-73.96456,Entire home/apt,149,5,20,1.08,1,0
56119624,Manhattan,Harlem,40.81195,-73.95274,Private room,150,1,17,0.43,1,363
2252514,Brooklyn,Prospect-Lefferts Gardens,40.65791,-73.95009,Private room,35,1,2,0.06,1,0
43533460,Manhattan,Washington Heights,40.83525,-73.9452,Private room,36,1,3,0.08,1,0
3881467,Manhattan,Washington Heights,40.85612,-73.93024,Private room,45,1,50,1.32,1,90
56112494,Brooklyn,Bushwick,40.6887,-73.90598,Private room,65,2,0,0.0,1,0
56124518,Manhattan,Lower East Side,40.72005,-73.98409,Private room,90,5,1,0.03,1,0
38116129,Brooklyn,Bensonhurst,40.60729,-74.00117,Private room,68,2,39,1.1,1,0
34698196,Brooklyn,Flatbush,40.65123,-73.96436,Private room,36,1,1,0.03,1,0
39261381,Brooklyn,Flatlands,40.62361,-73.93423,Private room,34,1,7,0.17,2,349
56193545,Manhattan,Upper East Side,40.77516,-73.9555,Shared room,80,1,0,0.0,1,0
185847,Brooklyn,Fort Greene,40.68584,-73.97571,Entire home/apt,135,2,1,0.03,1,0
